Image ID,Test Condition,True Class,Predicted Class,Correct,Confidence,Leaf Pixels,Activated Pixels,Affected Region %,Weighted Activation,Health Score,Severity,Image Quality Passed,Failure Type
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,0.9994,50176,18565,37.0,0.4881,98,Healthy,False,None
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,I. Rotated,tomato_healthy,tomato_healthy,True,1.0,50176,20914,41.68,0.5038,97,Healthy,True,None
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_healthy,True,0.9963,50176,12578,25.07,0.4339,98,Healthy,True,None
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,0.9999,50176,10117,20.16,0.4097,98,Healthy,True,None
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.9917,50176,10523,20.97,0.3031,98,Healthy,False,None
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_Early blight,False,0.9814,50176,14367,28.63,0.3792,52,Moderate,False,High-confidence error
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,D. Dark,tomato_healthy,tomato_Late blight,False,0.6984,50176,1783,3.55,0.2354,69,Moderate,False,High-confidence error
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_healthy,True,0.9987,50176,20373,40.6,0.538,97,Healthy,True,None
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,0.9994,50176,8226,16.39,0.3662,98,Healthy,True,None
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,0.7704,50176,13086,26.08,0.359,98,Healthy,False,None
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,I. Rotated,tomato_healthy,tomato_healthy,True,0.9998,50176,14029,27.96,0.4434,98,Healthy,True,None
10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_healthy,True,0.9923,50176,16623,33.13,0.4499,98,Healthy,True,None
