filename,physical_leaf_id,true_class,predicted_class,confidence,correct,error_type,brightness,contrast,saturation,sharpness,leaf_area_ratio
89c134ee-41f7-46b7-b4dc-4229b3b3ca08___GHLB2 Leaf 8952_final_masked.jpg,GHLB2 Leaf 8952,tomato_Late blight,tomato_Late blight,0.9976528,True,Correct Late Blight,13.072708129882812,33.496486319164845,30.350250244140625,176.69509887695312,0.1401824951171875
8634f13d-ee5a-442e-8b58-6b667c91379c___GHLB2 Leaf 8968_final_masked.jpg,GHLB2 Leaf 8968,tomato_Late blight,tomato_Late blight,0.9631572,True,Correct Late Blight,15.889404296875,45.61584822368891,27.469009399414062,346.0875244140625,0.1157989501953125
5c33bdb3-8101-4b21-a9d1-8d490bb22e16___GHLB2 Leaf 8971_final_masked.jpg,GHLB2 Leaf 8971,tomato_Late blight,tomato_Late blight,0.9821838,True,Correct Late Blight,19.292800903320312,49.718336055386715,31.769439697265625,426.8636169433594,0.141571044921875
d730e978-5e96-4a43-878b-33ffc5b635c4___GHLB2 Leaf 8972_final_masked.jpg,GHLB2 Leaf 8972,tomato_Late blight,tomato_Late blight,0.9895662,True,Correct Late Blight,22.077301025390625,51.36224970222146,37.53575134277344,549.4864196777344,0.1746368408203125
12044cb0-2591-4696-8a85-3d3f319f4f6a___GHLB2 Leaf 8977.JPG,GHLB2 Leaf 8977,tomato_Late blight,tomato_Late blight,0.9956975,True,Correct Late Blight,108.7896728515625,29.546501840921067,47.21319580078125,574.4721596201416,0.99993896484375
12044cb0-2591-4696-8a85-3d3f319f4f6a___GHLB2 Leaf 8977_final_masked.jpg,GHLB2 Leaf 8977,tomato_Late blight,tomato_Late blight,0.9961816,True,Correct Late Blight,36.07655334472656,62.242246205495576,50.97564697265625,552.1509467975702,0.282745361328125
f15b868b-23ae-4e87-8053-6199c363e079___GHLB2 Leaf 8984_final_masked.jpg,GHLB2 Leaf 8984,tomato_Late blight,tomato_Late blight,0.9665945,True,Correct Late Blight,10.055191040039062,37.23364459416415,18.287872314453125,205.48965454101562,0.07806396484375
81b4d72b-4124-45d4-b96a-0ec13ca7f376___GHLB2 Leaf 8989_final_masked.jpg,GHLB2 Leaf 8989,tomato_Late blight,tomato_Late blight,0.9951131,True,Correct Late Blight,12.215499877929688,39.86477185463801,22.162933349609375,158.46231079101562,0.09356689453125
1f200e50-7cb5-4a83-8ecd-dcf133f1f45e___GHLB2 Leaf 8991.JPG,GHLB2 Leaf 8991,tomato_Late blight,tomato_Late blight,0.95975447,True,Correct Late Blight,122.0123291015625,21.65732660101473,26.41094970703125,742.0250697098672,0.9998779296875
1f200e50-7cb5-4a83-8ecd-dcf133f1f45e___GHLB2 Leaf 8991_final_masked.jpg,GHLB2 Leaf 8991,tomato_Late blight,tomato_Late blight,0.9958758,True,Correct Late Blight,14.220748901367188,42.71749006321035,22.874404907226562,194.4833984375,0.107635498046875
100a5029-a6c0-4a07-a40a-f27d6d44cdc9___GHLB2 Leaf 9002.JPG,GHLB2 Leaf 9002,tomato_Late blight,tomato_Late blight,0.99423176,True,Correct Late Blight,117.20072937011719,19.166951125811067,34.22438049316406,433.08305476396345,1.0
100a5029-a6c0-4a07-a40a-f27d6d44cdc9___GHLB2 Leaf 9002_final_masked.jpg,GHLB2 Leaf 9002,tomato_Late blight,tomato_Late blight,0.9078759,True,Correct Late Blight,24.268295288085938,49.66968030684211,44.374053955078125,326.39141845703125,0.208099365234375
920f60f5-6435-427f-a855-5e66552dd8b9___GHLB2 Leaf 9020_final_masked.jpg,GHLB2 Leaf 9020,tomato_Late blight,tomato_Late blight,0.9934189,True,Correct Late Blight,10.222488403320312,34.95524763767759,19.197723388671875,179.09744262695312,0.0846710205078125
bc99db20-93a1-4a18-b268-339be33c0c63___GHLB2 Leaf 9024_final_masked.jpg,GHLB2 Leaf 9024,tomato_Late blight,tomato_Late blight,0.99953735,True,Correct Late Blight,40.13938903808594,64.74412264641231,53.28361511230469,559.0184630891308,0.2941131591796875
73ef196e-eeb9-4fe6-93fe-d7c5d879c455___GHLB2 Leaf 9027_final_masked.jpg,GHLB2 Leaf 9027,tomato_Late blight,tomato_Late blight,0.9976794,True,Correct Late Blight,32.344390869140625,55.272732589653096,60.2650146484375,480.3501203691121,0.28155517578125
c0267369-b9ec-471e-b8a2-9aa3fc77b3c1___GHLB2 Leaf 9028_final_masked.jpg,GHLB2 Leaf 9028,tomato_Late blight,tomato_Late blight,0.9999784,True,Correct Late Blight,21.418258666992188,54.405209498280065,28.6976318359375,266.0532531738281,0.1428375244140625
bbb807e9-9eef-4220-bbcd-9663542c0d4e___GHLB2 Leaf 9035_final_masked.jpg,GHLB2 Leaf 9035,tomato_Late blight,tomato_Late blight,0.99769235,True,Correct Late Blight,31.800216674804688,54.77392267807622,50.12553405761719,291.71087646484375,0.2628173828125
1e55a2c0-6618-4c42-93a6-cfc8a9d5ca77___GHLB2 Leaf 9039.JPG,GHLB2 Leaf 9039,tomato_Late blight,tomato_Late blight,0.99939156,True,Correct Late Blight,124.68794250488281,26.29600609225517,39.58665466308594,856.1709288423881,1.0
1e55a2c0-6618-4c42-93a6-cfc8a9d5ca77___GHLB2 Leaf 9039_final_masked.jpg,GHLB2 Leaf 9039,tomato_Late blight,tomato_Late blight,0.9997173,True,Correct Late Blight,23.509170532226562,43.79949148370808,48.43772888183594,202.69024658203125,0.23358154296875
d3d532b0-4927-4818-a12c-709ce0134435___GHLB2 Leaf 9051_final_masked.jpg,GHLB2 Leaf 9051,tomato_Late blight,tomato_Late blight,0.9975491,True,Correct Late Blight,30.486114501953125,52.72624551982411,50.65174865722656,355.239501953125,0.27142333984375
29eb16c9-e283-46f3-b373-4cfb2cd511d2___GHLB2 Leaf 9055.JPG,GHLB2 Leaf 9055,tomato_Late blight,tomato_Late blight,0.9999279,True,Correct Late Blight,123.63725280761719,21.05742148406177,39.23176574707031,576.6891200756654,0.999969482421875
29eb16c9-e283-46f3-b373-4cfb2cd511d2___GHLB2 Leaf 9055_final_masked.jpg,GHLB2 Leaf 9055,tomato_Late blight,tomato_Late blight,0.99995637,True,Correct Late Blight,25.83209228515625,48.93878840065716,45.64405822753906,180.63296508789062,0.2262420654296875
1f73406a-14e8-4be2-8450-9379d4f9b2b5___GHLB2 Leaf 9062.JPG,GHLB2 Leaf 9062,tomato_Late blight,tomato_Late blight,0.9950283,True,Correct Late Blight,122.19366455078125,26.061399883083592,33.78843688964844,464.0119096925482,0.9999847412109375
1f73406a-14e8-4be2-8450-9379d4f9b2b5___GHLB2 Leaf 9062_final_masked.jpg,GHLB2 Leaf 9062,tomato_Late blight,tomato_Late blight,0.9906645,True,Correct Late Blight,23.512847900390625,48.242839567656006,41.01690673828125,131.36392211914062,0.2030792236328125
c873c09b-f3b9-466c-bd1d-dc069eefde79___GHLB2 Leaf 9063_final_masked.jpg,GHLB2 Leaf 9063,tomato_Late blight,tomato_Late blight,0.99754214,True,Correct Late Blight,21.569412231445312,44.46835543470352,41.3494873046875,161.09881591796875,0.199737548828125
757868c3-554d-4d29-bec3-fee3d8200c38___GHLB2 Leaf 9080_final_masked.jpg,GHLB2 Leaf 9080,tomato_Late blight,tomato_Late blight,0.9971482,True,Correct Late Blight,31.948226928710938,56.27304884413255,48.956146240234375,179.16049194335938,0.254974365234375
2485b2a9-a492-4a45-bb4b-bb63edefb7ef___GHLB2 Leaf 9084.JPG,GHLB2 Leaf 9084,tomato_Late blight,tomato_Late blight,0.9466579,True,Correct Late Blight,111.86045837402344,25.006353224661407,53.132415771484375,909.6418046259787,1.0
2485b2a9-a492-4a45-bb4b-bb63edefb7ef___GHLB2 Leaf 9084_final_masked.jpg,GHLB2 Leaf 9084,tomato_Late blight,tomato_Late blight,0.9971052,True,Correct Late Blight,28.62713623046875,43.03896548196539,63.202667236328125,181.71771240234375,0.3184051513671875
aa5e6a40-afc1-47e5-80a3-e41fb9e5a40b___GHLB2 Leaf 9085_final_masked.jpg,GHLB2 Leaf 9085,tomato_Late blight,tomato_Late blight,0.99769646,True,Correct Late Blight,26.200042724609375,42.16154537254653,60.02497863769531,265.32000732421875,0.29058837890625
f3b38383-f6ff-4779-a57a-fd1766721555___GHLB2 Leaf 9088_final_masked.jpg,GHLB2 Leaf 9088,tomato_Late blight,tomato_Late blight,0.98349345,True,Correct Late Blight,26.941253662109375,57.97327041666126,37.47096252441406,522.7245178222656,0.19281005859375
9c274db5-2f89-4f3c-b9e2-4d5ebc54ddad___GHLB2 Leaf 9096_final_masked.jpg,GHLB2 Leaf 9096,tomato_Late blight,tomato_Late blight,0.95912874,True,Correct Late Blight,22.157699584960938,45.31628135737342,39.97442626953125,348.9849853059277,0.2039947509765625
4f4ae955-8ed2-4eae-b013-bc26ae5e91b0___GHLB2 Leaf 91.JPG,GHLB2 Leaf 91,tomato_Late blight,tomato_Late blight,0.970335,True,Correct Late Blight,124.94132995605469,17.385692973104206,0.0,645.4006324165966,1.0
4f4ae955-8ed2-4eae-b013-bc26ae5e91b0___GHLB2 Leaf 91_final_masked.jpg,GHLB2 Leaf 91,tomato_Late blight,tomato_Late blight,0.9956251,True,Correct Late Blight,59.20721435546875,67.89801770706401,76.42147827148438,334.04336599982344,0.4457550048828125
26c09416-7271-4262-9ddc-fb741bedce05___GHLB2 Leaf 97.1.JPG,GHLB2 Leaf 97.1,tomato_Late blight,tomato_Late blight,0.794827,True,Correct Late Blight,113.16036987304688,28.326188106183047,40.729278564453125,1373.265106558567,1.0
26c09416-7271-4262-9ddc-fb741bedce05___GHLB2 Leaf 97.1_final_masked.jpg,GHLB2 Leaf 97.1,tomato_Late blight,tomato_Late blight,0.8257619,True,Correct Late Blight,43.87397766113281,70.55755086258701,56.056610107421875,275.2095303228125,0.289215087890625
d69cda61-f13d-4d73-9a4b-ac0e7c386389___GHLB2 Leaf 98_final_masked.jpg,GHLB2 Leaf 98,tomato_Late blight,tomato_Late blight,0.99869543,True,Correct Late Blight,52.57151794433594,73.72185005455873,63.361083984375,454.0587065657601,0.3516387939453125
bec2da2e-5c4d-4248-9518-92667847aa7c___GHLB2 Leaf 99.1_final_masked.jpg,GHLB2 Leaf 99.1,tomato_Late blight,tomato_Late blight,0.9977187,True,Correct Late Blight,43.26066589355469,59.858446104251406,76.12979125976562,256.7117531092372,0.3606719970703125
7eb30afe-7975-487a-8dd2-bf72634967a8___GHLB2ES Leaf 136.1_final_masked.jpg,GHLB2ES Leaf 136.1,tomato_Late blight,tomato_Early blight,0.46685737,False,Late Blight -> Early Blight,61.85960388183594,69.73368061698679,87.01617431640625,499.96507674083114,0.457183837890625
9b4df340-b1bf-4294-a275-1bc0d9b64ff6___GHLB2ES Leaf 138.1_final_masked.jpg,GHLB2ES Leaf 138.1,tomato_Late blight,tomato_Late blight,0.7183149,True,Correct Late Blight,45.70997619628906,68.0420192052403,64.27720642089844,575.4896392819937,0.325958251953125
09590524-981f-4dc5-b6e3-5225a0c48019___GHLB2ES Leaf 140.JPG,GHLB2ES Leaf 140,tomato_Late blight,tomato_Late blight,0.83686435,True,Correct Late Blight,131.41375732421875,41.094121789474215,58.51774597167969,744.51208669669,0.9999847412109375
09590524-981f-4dc5-b6e3-5225a0c48019___GHLB2ES Leaf 140_final_masked.jpg,GHLB2ES Leaf 140,tomato_Late blight,tomato_healthy,0.75954527,False,Late Blight -> Healthy,63.87994384765625,71.38833193267412,75.51023864746094,549.6372958121356,0.482635498046875
10019e40-277e-4d69-8dee-8c034a3752a1___GHLB2ES Leaf 62.JPG,GHLB2ES Leaf 62,tomato_Late blight,tomato_Late blight,0.84268296,True,Correct Late Blight,114.5455322265625,20.94927597500427,35.65191650390625,1097.9541909694672,0.9999847412109375
10019e40-277e-4d69-8dee-8c034a3752a1___GHLB2ES Leaf 62_final_masked.jpg,GHLB2ES Leaf 62,tomato_Late blight,tomato_Late blight,0.9746007,True,Correct Late Blight,34.011688232421875,59.0699013951809,50.186767578125,802.9730712191667,0.270233154296875
830c33b8-d419-4fb7-98f8-08387e726648___GHLB_PS Leaf 1.5 Day 16_final_masked.jpg,GHLB_PS Leaf 1.5,tomato_Late blight,tomato_Late blight,0.9999738,True,Correct Late Blight,26.092880249023438,46.96020732871631,44.102142333984375,243.36228942661546,0.2623748779296875
b2a9abfe-731d-4143-a534-158a4aea4dd1___GHLB_PS Leaf 1.5 Day 13_final_masked.jpg,GHLB_PS Leaf 1.5,tomato_Late blight,tomato_Late blight,0.99644804,True,Correct Late Blight,27.587661743164062,31.81131534030783,71.05795288085938,151.81429969123565,0.42279052734375
de2e16e8-b372-4d2e-ab3b-30b21c30faa7___GHLB_PS Leaf 1.5 Day 18_final_masked.jpg,GHLB_PS Leaf 1.5,tomato_Late blight,tomato_Late blight,0.9997241,True,Correct Late Blight,32.870361328125,38.3934485787084,66.34341430664062,192.44779945886694,0.4120635986328125
86992828-48ea-428c-bb7d-0c89365314b9___GHLB_PS Leaf 18.2 Day 8_final_masked.jpg,GHLB_PS Leaf 18.2,tomato_Late blight,tomato_Late blight,0.99262565,True,Correct Late Blight,41.32249450683594,44.345570105606974,62.89826965332031,208.47238159179688,0.4529266357421875
10bdda57-bfe5-4403-a4c6-a1211d4f348e___GHLB_PS Leaf 20 Day 8.jpg,GHLB_PS Leaf 20,tomato_Late blight,tomato_Late blight,0.9999801,True,Correct Late Blight,27.253707885742188,40.87452265357169,46.09208679199219,86.51544189453125,0.2703094482421875
10bdda57-bfe5-4403-a4c6-a1211d4f348e___GHLB_PS Leaf 20 Day 8_final_masked.jpg,GHLB_PS Leaf 20,tomato_Late blight,tomato_Late blight,0.9999771,True,Correct Late Blight,27.28955078125,40.896807342074574,45.60270690917969,81.75933837890625,0.27081298828125
7725973d-b1dd-4da4-abc9-2cc0cc247485___GHLB_PS Leaf 23.3 Day 9_final_masked.jpg,GHLB_PS Leaf 23.3,tomato_Late blight,tomato_Late blight,0.9368956,True,Correct Late Blight,55.146392822265625,60.93030675533968,78.28317260742188,927.9478758834302,0.4719085693359375
98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13_final_masked.jpg,GHLB_PS Leaf 23.5,tomato_Late blight,tomato_Late blight,0.99998975,True,Correct Late Blight,12.641830444335938,25.807032469785128,45.903778076171875,120.8186187685933,0.2078094482421875
4b115bc3-911c-4e98-b948-a6a360f06a87___GHLB_PS Leaf 25 Day 9.jpg,GHLB_PS Leaf 25,tomato_Late blight,tomato_Late blight,0.99989605,True,Correct Late Blight,16.662673950195312,39.008115996571064,0.0,394.7705078125,0.1809539794921875
4b115bc3-911c-4e98-b948-a6a360f06a87___GHLB_PS Leaf 25 Day 9_final_masked.jpg,GHLB_PS Leaf 25,tomato_Late blight,tomato_Late blight,0.9995365,True,Correct Late Blight,16.724044799804688,38.99776087474878,43.29420471191406,271.5236511230469,0.1815185546875
860b6c56-686a-4f21-8ae3-d7e45acd760b___GHLB_PS Leaf 25 Day 16_final_masked.jpg,GHLB_PS Leaf 25,tomato_Late blight,tomato_Late blight,0.9913049,True,Correct Late Blight,12.92779541015625,23.780004024996423,38.96533203125,99.70736694335938,0.1786651611328125
e8c3e15e-99ae-4c47-9d27-4d94c2b96e8a___GHLB_PS Leaf 26.3 Day 13_final_masked.jpg,GHLB_PS Leaf 26.3,tomato_Late blight,tomato_Late blight,0.99995124,True,Correct Late Blight,20.143203735351562,40.296108781729416,45.814849853515625,278.99308770126663,0.2162017822265625
e03a5780-cd8e-431e-8497-4d1233c793d2___GHLB_PS Leaf 28.1 Day 13_final_masked.jpg,GHLB_PS Leaf 28.1,tomato_Late blight,tomato_Late blight,0.9784856,True,Correct Late Blight,58.042327880859375,54.29655330705885,115.69377136230469,174.5920918022748,0.591217041015625
5916c8e5-c9d2-4bc5-b5e7-8812caf890aa___GHLB_PS Leaf 29 Day 12_final_masked.jpg,GHLB_PS Leaf 29,tomato_Late blight,tomato_Late blight,0.9989009,True,Correct Late Blight,31.2882080078125,52.9588475267266,47.290924072265625,550.774658203125,0.30023193359375
77730acc-705a-4b8f-8e3a-dc70bd348d40___GHLB_PS Leaf 32 Day 13_final_masked.jpg,GHLB_PS Leaf 32,tomato_Late blight,tomato_Late blight,0.99706954,True,Correct Late Blight,31.442977905273438,53.432297825129055,43.66645812988281,237.4303130430635,0.2789459228515625
f66ada20-cd47-4393-b7c6-87f1f39fd741___GHLB_PS Leaf 41.1 Day 18_final_masked.jpg,GHLB_PS Leaf 41.1,tomato_Late blight,tomato_Late blight,0.9998275,True,Correct Late Blight,30.979400634765625,54.999892659981725,41.47734069824219,188.78546142578125,0.22528076171875
b2f89c9a-820c-4a8b-a6dd-bb0adab42757___GHLB_PS Leaf 44.1 Day 18_final_masked.jpg,GHLB_PS Leaf 44.1,tomato_Late blight,tomato_Late blight,0.9801277,True,Correct Late Blight,33.647003173828125,47.82113410275341,67.78285217285156,194.6352996432688,0.3389892578125
fe20bf11-9be6-480c-8c99-b7b391ac9653___GHLB_PS Leaf 44.2 Day 18_final_masked.jpg,GHLB_PS Leaf 44.2,tomato_Late blight,tomato_Late blight,0.9994124,True,Correct Late Blight,34.512908935546875,49.48634120324114,61.49955749511719,148.74163818266243,0.3288116455078125
1bfebfc9-3eda-4889-bdb1-75a8929a1b4f___GHLB_PS Leaf 48 Day 18.jpg,GHLB_PS Leaf 48,tomato_Late blight,tomato_Late blight,0.99907047,True,Correct Late Blight,31.086074829101562,56.10956338458495,62.10914611816406,253.36538696289062,0.297943115234375
1bfebfc9-3eda-4889-bdb1-75a8929a1b4f___GHLB_PS Leaf 48 Day 18_final_masked.jpg,GHLB_PS Leaf 48,tomato_Late blight,tomato_Late blight,0.9995005,True,Correct Late Blight,31.012161254882812,56.05560965425606,62.15806579589844,218.8292236328125,0.2967376708984375
ea0c20e8-ad9f-48a0-830c-280dbeeed370___GHLB_PS Leaf 48.1 Day 18_final_masked.jpg,GHLB_PS Leaf 48.1,tomato_Late blight,tomato_Late blight,0.99911433,True,Correct Late Blight,26.33966064453125,57.85432544703735,41.740631103515625,363.2010498046875,0.20074462890625
f843c76c-a7d4-4031-abe2-9245602fbb15___GHLB_PS Leaf 49.1 Day 18_final_masked.jpg,GHLB_PS Leaf 49.1,tomato_Late blight,tomato_Late blight,0.9970071,True,Correct Late Blight,53.2891845703125,60.6972408785013,73.52500915527344,383.9351589118596,0.45599365234375
d674cbf6-0cdc-407a-97ea-c3f53f2c51e4___GH_HL Leaf 170_final_masked.jpg,GH_HL Leaf 170,tomato_Late blight,tomato_healthy,0.9798498,False,Late Blight -> Healthy,32.76275634765625,54.751279401167025,36.665496826171875,239.31494140625,0.2729034423828125
1546f916-115c-42dc-90c7-ff8d53c4273f___RS_Late.B 4836.JPG,RS_Late.B 4836,tomato_Late blight,tomato_Late blight,0.73714024,True,Correct Late Blight,106.81866455078125,45.90777182503232,77.12211608886719,5452.316693696892,0.9973602294921875
1546f916-115c-42dc-90c7-ff8d53c4273f___RS_Late.B 4836_final_masked.jpg,RS_Late.B 4836,tomato_Late blight,tomato_Late blight,0.6574167,True,Correct Late Blight,47.62428283691406,57.423765343604785,76.93338012695312,927.9308926591184,0.4582977294921875
6e45480a-127e-4173-9402-7b724728a139___RS_Late.B 4837_final_masked.jpg,RS_Late.B 4837,tomato_Late blight,tomato_Late blight,0.92223847,True,Correct Late Blight,52.1170654296875,56.0190661362971,91.13369750976562,720.4841765684541,0.54180908203125
60bdbf17-c59d-48de-bfc1-a6c0bda17a9e___RS_Late.B 4840_final_masked.jpg,RS_Late.B 4840,tomato_Late blight,tomato_Late blight,0.9406961,True,Correct Late Blight,44.69091796875,51.738609827308,93.90589904785156,627.9254369735718,0.5158538818359375
d029a830-f39c-4668-b413-45b69e2b3640___RS_Late.B 4841_final_masked.jpg,RS_Late.B 4841,tomato_Late blight,tomato_Late blight,0.9671924,True,Correct Late Blight,45.1751708984375,52.25029510532779,81.544921875,623.4017790516373,0.4875640869140625
ba98d073-d05a-4dfd-ae35-3f1fda2c3110___RS_Late.B 4843_final_masked.jpg,RS_Late.B 4843,tomato_Late blight,tomato_Early blight,0.5253778,False,Late Blight -> Early Blight,49.77433776855469,53.58160475330256,70.92977905273438,1072.951668586582,0.515289306640625
7a48f790-80f5-4d75-bd49-3c42e8c92fb6___RS_Late.B 4844_final_masked.jpg,RS_Late.B 4844,tomato_Late blight,tomato_healthy,0.92550033,False,Late Blight -> Healthy,35.03831481933594,44.78914542026393,65.2506103515625,746.0677462061867,0.431549072265625
c2807026-8e9e-4710-b475-5411a3c69d68___RS_Late.B 4853_final_masked.jpg,RS_Late.B 4853,tomato_Late blight,tomato_Late blight,0.7868134,True,Correct Late Blight,32.6500244140625,50.916269264641556,66.91084289550781,651.7738799375948,0.353424072265625
8553094b-3e19-4e4c-8ba1-49e98ff135e9___RS_Late.B 4869_final_masked.jpg,RS_Late.B 4869,tomato_Late blight,tomato_Late blight,0.80944514,True,Correct Late Blight,49.54646301269531,64.8407254707052,71.06974792480469,662.0727232759818,0.419158935546875
6c9c73fa-5c8d-40ce-9221-a600908bff33___RS_Late.B 4893_final_masked.jpg,RS_Late.B 4893,tomato_Late blight,tomato_Late blight,0.9773008,True,Correct Late Blight,39.540130615234375,55.91397987438469,58.71574401855469,938.9017400741577,0.3806915283203125
8fa3a59d-3e37-4b30-bdf7-35979c324626___RS_Late.B 4907_final_masked.jpg,RS_Late.B 4907,tomato_Late blight,tomato_Late blight,0.8520795,True,Correct Late Blight,40.779510498046875,48.84622819513547,77.74269104003906,721.9840169316158,0.4566802978515625
c8e70ac1-1fbc-496d-a6eb-954ef48d4f56___RS_Late.B 4932_final_masked.jpg,RS_Late.B 4932,tomato_Late blight,tomato_Early blight,0.51873535,False,Late Blight -> Early Blight,42.333740234375,47.92985215971005,74.88861083984375,477.11207181192003,0.4725189208984375
5fdf3288-d5f4-4c70-9b12-95222b82d415___RS_Late.B 4942_final_masked.jpg,RS_Late.B 4942,tomato_Late blight,tomato_Late blight,0.9573253,True,Correct Late Blight,42.525177001953125,55.29226165461352,63.23870849609375,674.1029205208179,0.4264984130859375
bceafbf0-d268-4ab1-b505-5a45c2fd0239___RS_Late.B 4953_final_masked.jpg,RS_Late.B 4953,tomato_Late blight,tomato_Late blight,0.935032,True,Correct Late Blight,29.029220581054688,43.331015331837264,62.37005615234375,709.6414947488811,0.354888916015625
993a04d9-3bfe-4cd2-8f89-981a0bb2405c___RS_Late.B 4956_final_masked.jpg,RS_Late.B 4956,tomato_Late blight,tomato_Late blight,0.7881609,True,Correct Late Blight,28.406494140625,45.776583092589796,61.83482360839844,607.7264251650777,0.3064422607421875
dc2ac355-9488-4cc0-8762-d61ab62f99bd___RS_Late.B 4968_final_masked.jpg,RS_Late.B 4968,tomato_Late blight,tomato_Late blight,0.91271615,True,Correct Late Blight,37.96321105957031,55.52252816430894,66.02586364746094,736.2029113313183,0.3650054931640625
00ce4c63-9913-4b16-898c-29f99acf0dc3___RS_Late.B 4982.JPG,RS_Late.B 4982,tomato_Late blight,tomato_Late blight,0.81584907,True,Correct Late Blight,142.7924346923828,42.232563730208014,64.44061279296875,1897.5119706892874,0.9995269775390625
00ce4c63-9913-4b16-898c-29f99acf0dc3___RS_Late.B 4982_final_masked.jpg,RS_Late.B 4982,tomato_Late blight,tomato_Late blight,0.8709468,True,Correct Late Blight,46.90704345703125,63.991596589179515,62.92066955566406,741.6875299811363,0.383209228515625
bf6cc0d5-0c8c-4a49-80d1-970c3e691073___RS_Late.B 4987_final_masked.jpg,RS_Late.B 4987,tomato_Late blight,tomato_Late blight,0.6529169,True,Correct Late Blight,28.340774536132812,43.44625594681984,63.916107177734375,684.2799987783656,0.3544921875
bb29cc81-e986-4946-8267-a12f0b1b15de___RS_Late.B 5000_final_masked.jpg,RS_Late.B 5000,tomato_Late blight,tomato_Late blight,0.99728835,True,Correct Late Blight,49.40589904785156,54.260287481718116,67.91435241699219,678.9269053970929,0.4812164306640625
e798b45b-9267-4cc7-a459-808f9944fd49___RS_Late.B 5003_final_masked.jpg,RS_Late.B 5003,tomato_Late blight,tomato_Late blight,0.981075,True,Correct Late Blight,36.776458740234375,49.484971529090224,61.51802062988281,873.2893524055835,0.3855438232421875
86a3f3b6-660b-4711-b509-4654d0b5c2fa___RS_Late.B 5007_final_masked.jpg,RS_Late.B 5007,tomato_Late blight,tomato_Late blight,0.9626765,True,Correct Late Blight,26.839019775390625,43.64978856102252,60.07630920410156,854.6955261193216,0.3102874755859375
8dff4125-96c2-44fc-bd3f-734fa57621ba___RS_Late.B 5025_final_masked.jpg,RS_Late.B 5025,tomato_Late blight,tomato_Late blight,0.8095021,True,Correct Late Blight,43.393585205078125,47.4141654602484,74.90911865234375,558.967803879641,0.4936065673828125
b9acddbe-1fc4-44a8-9802-91f0d9f57e22___RS_Late.B 5026_final_masked.jpg,RS_Late.B 5026,tomato_Late blight,tomato_Late blight,0.95084864,True,Correct Late Blight,38.735870361328125,52.292002160258754,56.23091125488281,568.8899536123499,0.388275146484375
7f847477-1111-4f20-9de5-56153bee415b___RS_Late.B 5049_final_masked.jpg,RS_Late.B 5049,tomato_Late blight,tomato_Early blight,0.5268925,False,Late Blight -> Early Blight,20.642318725585938,34.03321620409685,67.6322021484375,309.4039001427591,0.3034820556640625
7dac72d7-cd87-4d92-8ee0-e6b52c115558___RS_Late.B 5053_final_masked.jpg,RS_Late.B 5053,tomato_Late blight,tomato_Late blight,0.9656884,True,Correct Late Blight,48.63496398925781,55.957355644172466,85.97320556640625,631.6274260447826,0.4857177734375
35a4883c-bef7-4465-b136-a7465a0752de___RS_Late.B 5054.JPG,RS_Late.B 5054,tomato_Late blight,tomato_Early blight,0.8314014,False,Late Blight -> Early Blight,91.696044921875,49.287586909596506,86.79588317871094,2079.923662199639,0.96112060546875
35a4883c-bef7-4465-b136-a7465a0752de___RS_Late.B 5054_final_masked.jpg,RS_Late.B 5054,tomato_Late blight,tomato_Early blight,0.526237,False,Late Blight -> Early Blight,49.495574951171875,55.51982693427206,94.1109619140625,904.4652137374505,0.5254669189453125
c3dc2bc8-bf20-4cc6-8601-420f43555bc5___RS_Late.B 5056_final_masked.jpg,RS_Late.B 5056,tomato_Late blight,tomato_Late blight,0.9806717,True,Correct Late Blight,26.063720703125,37.161182976842916,60.539764404296875,357.15631103515625,0.36181640625
9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057_final_masked.jpg,RS_Late.B 5057,tomato_Late blight,tomato_Late blight,0.987148,True,Correct Late Blight,26.781997680664062,41.5570658455679,55.54304504394531,482.4115295410156,0.3133392333984375
a9b6997c-b2bd-4938-aa5f-492ae0cc8431___RS_Late.B 5063_final_masked.jpg,RS_Late.B 5063,tomato_Late blight,tomato_Early blight,0.5462707,False,Late Blight -> Early Blight,29.27642822265625,49.409210518078005,51.72862243652344,785.4788818322122,0.307708740234375
94c26dee-30cd-4033-9009-4851daa1e00b___RS_Late.B 5068_final_masked.jpg,RS_Late.B 5068,tomato_Late blight,tomato_Late blight,0.9908766,True,Correct Late Blight,27.648406982421875,41.89223580426412,59.010711669921875,488.5200042722281,0.345703125
e3c4a4e5-4ec3-404f-8dbd-7de9dd3f184a___RS_Late.B 5073_final_masked.jpg,RS_Late.B 5073,tomato_Late blight,tomato_Early blight,0.4673793,False,Late Blight -> Early Blight,47.07118225097656,57.10760098652174,64.08270263671875,954.0390618981328,0.4689483642578125
2482cadb-d097-4091-8b10-099abca71a72___RS_Late.B 5078.JPG,RS_Late.B 5078,tomato_Late blight,tomato_Late blight,0.83689445,True,Correct Late Blight,126.38093566894531,60.249894257261914,59.32521057128906,4492.161196248373,0.9655609130859375
